original_filename,folder,relative_folder,suggested_filename,product,category,story_role,simple_description,primary_action,shot_type,hook_score,demo_score,reveal_score,broll_score,visual_interest_score,best_use,tags
IMG_3916.mov,Cleaning Wheels,Cleaning Wheels,cleaning-wheel-with-barrel-brush.mov,xl barrel brush,wheels,solution,Scrubbing soapy wheel with brush,scrubbing wheel,demo,7,8,5,7,7,solution clip showing wheel cleaning,"wheel cleaning, brush, soap, car care, detailing"
IMG_3917.mov,Cleaning Wheels,Cleaning Wheels,cleaning-wheel-with-barrel-brush.mov,xl barrel brush,wheels,solution,Cleaning wheel with barrel brush,scrubbing wheel,demo,7,9,6,7,8,demonstrates product use cleaning wheels,"wheel, cleaning, brush, soap, foam, car"
IMG_3918.mov,Cleaning Wheels,Cleaning Wheels,cleaning-wheels-with-wash-mitt.mov,microfibre wash mitt,wheels,solution,washing wheel with microfibre mitt,washing wheels,demo,6,9,5,7,7,demonstrating wheel cleaning technique,"wheel cleaning, microfibre mitt, car care, detailing, foam"
IMG_3919.mov,Cleaning Wheels,Cleaning Wheels,cleaning-wheels-with-microfibre-wash-mitt.mov,microfibre wash mitt,wheels,solution,Washing wheel with microfibre mitt,washing wheel,demo,7,9,6,7,8,demonstrating product use on wheels,"wheel cleaning, microfibre mitt, car washing, soapy wheel, cleaning, foamy"
IMG_3920.mov,Cleaning Wheels,Cleaning Wheels,cleaning-wheels-with-microfibre-wash-mitt.mov,Microfibre Wash Mitt,wheels,solution,Cleaning wheel with wash mitt,scrubbing wheel,demo,6,8,5,7,7,product-use demonstration,"wheel, cleaning, soap, mitt, car care, detailing"
IMG_3921.mov,Cleaning Wheels,Cleaning Wheels,cleaning-wheel-with-microfibre-wash-mitt.mov,Microfibre Wash Mitt,wheels,solution,Cleaning wheel with microfibre mitt,cleaning wheel,demo,6,8,5,6,7,solution clip showing product use,"wheel cleaning, microfibre wash mitt, soap suds, closeup, car care"
IMG_3922.mov,Cleaning Wheels,Cleaning Wheels,cleaning-wheels-with-small-barrel-brush.mov,Small Barrel Brush,wheels,solution,Scrubbing wheel with small barrel brush,scrubbing wheel,demo,6,9,5,7,7,demonstrate wheel cleaning technique,"wheel,cleaning,scrub,brush,car-detailing,soap,cleaning-wheels"
IMG_3923.mov,Cleaning Wheels,Cleaning Wheels,cleaning-wheels-with-barrel-brush.mov,xl barrel brush,wheels,solution,Cleaning wheels with foam and brush,cleaning wheels,demo,6,8,5,6,7,demonstrate wheel cleaning with barrel brush,"wheels, cleaning, foam, barrel brush, demo"
IMG_3924.mov,Cleaning Wheels,Cleaning Wheels,cleaning-wheels-spray-rinse.mov,unclear,wheels,solution,Spraying wheel and tire with water,spraying wheel,demo,6,7,4,6,7,demonstrate wheel rinsing step,"wheel, tire, cleaning, rinsing, water spray, car detailing"
IMG_3925.mov,Cleaning Wheels,Cleaning Wheels,wheel-cleaning-pressure-wash.mov,unclear,wheels,solution,Pressure washing clean car wheel,pressure washing,demo,7,8,6,7,7,demonstrate wheel cleaning step,"car, wheel, cleaning, pressure wash, washing, detail, solution"
IMG_3905.mov,Dirty Wheels,Dirty Wheels,dirty-wheel-closeup-before.mov,unclear,wheels,problem,Close up of dirty wheel and tire,show dirty wheel,hook,7,2,3,6,6,problem,"wheel,dirt,close-up,tire,car"
IMG_1159.MOV,Foam Cannon,Foam Cannon,foam-cannon-snow-foam-application.mov,Foam Cannon / Snow Foam Lance,foam,demo,Snow foam applied to black car side,applying snow foam,demo,7,9,6,8,7,product demonstration,"car wash, snow foam, foam cannon, application, cleaning, black car, foam"
IMG_1162.MOV,Foam Cannon,Foam Cannon,foam-cannon-spray-on-car.mov,Foam Cannon / Snow Foam Lance,foam,solution,Applying foam on car surface,spray foam,demo,7,9,6,7,8,demonstrate foam application,"car, foam, snow foam, cleaning, spray, washing, detailing"
IMG_1163.MOV,Foam Cannon,Foam Cannon,applying-foam-with-premium-snow-foam-lance.mov,Street Kingz Premium Snow Foam Lance,foam,solution,Foam application on car with foam lance,applying foam,demo,7,9,6,7,8,Demonstrate foam lance use in car cleaning,"foam, foam lance, car wash, cleaning, demo, car detailing"
IMG_1166.MOV,Foam Cannon,Foam Cannon,,,,,ERROR: 'list' object has no attribute 'get',,,,,,,,,
IMG_3903.mov,Foam Cannon,Foam Cannon,foam-cannon-filling-and-mixing-shampoo.mov,Shampoo,foam,solution,Filling foam cannon with shampoo,filling and mixing,demo,6,8,4,7,7,demonstrate shampoo use in foam cannon,"car wash, shampoo, foam cannon, filling, mixing, car cleaning"
IMG_3904.mov,Foam Cannon,Foam Cannon,foam-cannon-premium-snow-foam-lance-demo.mov,Foam Cannon / Snow Foam Lance,foam,demo,Close-up of foam cannon filled with soap,holding foam cannon,demo,7,8,4,6,7,demonstrating product setup and readiness,"foam, cleaning, car wash, snow foam, demo, soap, premium foam lance"
IMG_3930.mov,Foam Cannon,Foam Cannon,foam-cannon-setup-solution.mov,Foam Cannon / Snow Foam Lance,foam,solution,Filling and assembling foam cannon,pouring and assembling,demo,6,9,5,7,7,Demonstrating foam cannon setup,"foam, setup, filling, snow foam, demo, product use"
IMG_3931.mov,Foam Cannon,Foam Cannon,foam-cannon-ready-to-use.mov,Foam Cannon / Snow Foam Lance,foam,product_showcase,foam cannon with clear liquid,holding foam cannon,product_shot,7,6,3,6,7,intro to foam cannon product,"foam cannon, snow foam, car wash, product shot, demo"
IMG_1009.MOV,Glass Cleaner,Glass Cleaner,dirty-car-window-glass-cleaner-intro.mov,Glass Cleaner,glass,problem,Dirty car window with smudges,showing dirty glass,hook,8,2,1,5,6,hook for problem identification,"car, window, dirty, glass, smudges, problem"
IMG_1010.MOV,Glass Cleaner,Glass Cleaner,glass-cleaner-side-window-cleaning.mov,Glass Cleaner,glass,solution,Cleaning dirty car side window,wiping window,demo,6,8,7,6,7,solution demo,"glass cleaner, car window, cleaning, wipe, dirt, detail, car care"
IMG_1224.MOV,Glass Cleaner,Glass Cleaner,spraying-and-wiping-streak-free-car-glass.mov,Glass Cleaner,glass,solution,Spraying and wiping car window,spray and wipe,demo,7,9,7,6,8,solution,"car, window, glass, cleaning, spray, wipe, door, reflection"
IMG_1225.MOV,Glass Cleaner,Glass Cleaner,glass-cleaner-car-window-before-after.mov,Glass Cleaner,glass,result,Before and after cleaned car window,show clean window,reveal,6,3,7,5,6,result,"glass cleaner, car window, before after, clean, detailing"
IMG_1226.MOV,Glass Cleaner,Glass Cleaner,glass-cleaner-mirror-before-after-move.mov,Glass Cleaner,glass,result,Mirror before and after cleaning,cleaning mirror,reveal,6,5,8,6,7,result,"glass cleaner, mirror, cleaning, before after, car detailing"
IMG_1227.MOV,Glass Cleaner,Glass Cleaner,glass-cleaner-application-and-result.mov,Glass Cleaner,glass,solution,Applying glass cleaner on car window,spraying and wiping,demo,6,8,6,7,7,demonstrating product application,"glass, cleaner, car, window, spray, wipe, demo, reflection, clean"
IMG_1228.MOV,Glass Cleaner,Glass Cleaner,glass-cleaner-demonstration-and-wipe.mov,Glass Cleaner,glass,solution,Cleaning car interior mirror with towel,wiping mirror,demo,6,8,7,6,7,demonstrates product use clearly,"car, interior, mirror, cleaning, glass cleaner, towel, wipe"
IMG_1229.MOV,Glass Cleaner,Glass Cleaner,glass-cleaner-demonstration.mov,Glass Cleaner,glass,demo,Cleaning car windscreen with glass cleaner,wiping glass clean,demo,6,8,7,5,6,solution,"glass cleaner, car cleaning, windscreen, wipe, demo, cleaning"
IMG_1230.MOV,Glass Cleaner,Glass Cleaner,glass-cleaner-application-and-wipe.mov,Glass Cleaner,glass,solution,Applying glass cleaner and wiping,spray and wipe glass,demo,6,9,7,6,7,solution,"glass, cleaning, spray, wipe, window, automotive, car care"
IMG_1003.mov,Interior Cleaner,Interior Cleaner,dirty-car-interior-before-cleaning.mov,Interior Cleaner,interior,problem,Dusty and dirty car interior surfaces,show dirt buildup,hook,9,2,1,5,7,open video showing interior cleaning need,"car, interior, dirty, dust, mess, dashboard, carpet, door sill"
IMG_1005.mov,Interior Cleaner,Interior Cleaner,interior-cleaner-dashboard-clean-demonstration.mov,Interior Cleaner,interior,demo,Cleaning car dashboard with interior cleaner,spray and wipe,demo,5,9,7,6,7,solution,"car,dashboard,cleaning,interior,interior cleaner,spray,wipe"
IMG_1007.MOV,Interior Cleaner,Interior Cleaner,cleaning-car-door-sill-interior-cleaner.mov,Interior Cleaner,interior,solution,Cleaning car door sill with interior cleaner,spraying and wiping,demo,5,8,6,5,6,product use demonstration,"car interior, cleaning, door sill, wiping, spray, microfiber"
IMG_1008.MOV,Interior Cleaner,Interior Cleaner,interior-cleaner-spray-and-wipe-seatback.mov,Interior Cleaner,interior,solution,Spraying and wiping dirty seatback clean,spraying and wiping,demo,7,9,8,7,7,solution footage showing product in use,"interior cleaner,car seatback,dirt removal,cleaning,car interior"
IMG_1310.mov,Jetwash Rinse,Jetwash Rinse,jetwash-rinse-car-taillight.mov,unclear,general,broll,Jetwash rinsing soapy car tail light,rinsing with jetwash,broll,5,4,3,7,6,supporting footage in wash process,"jetwash, rinse, tail light, soap, water, car wash, closeup"
IMG_1311.mov,Jetwash Rinse,Jetwash Rinse,jetwash-rinse-wheel-area.mov,unclear,general,solution,Jetwash rinsing car rear panel,jetwash rinse,demo,6,8,5,7,7,demonstrate rinse step after washing,"car, rinse, jetwash, cleaning, wash, wheel, panel, water"
IMG_1312.mov,Jetwash Rinse,Jetwash Rinse,jetwash-rinse-car-panel.mov,unclear,general,broll,Car panel rinsed with jetwash,rinsing car panel,broll,5,3,4,8,6,Supporting footage showing rinse process,"car, rinse, jetwash, wash, exterior, water, cleaning"
IMG_1313.mov,Jetwash Rinse,Jetwash Rinse,jetwash-rinse-wheel-and-tire.mov,unclear,wheels,solution,Rinsing wheel with jetwash,rinsing wheel,demo,6,7,5,7,6,Demonstrating rinsing wheels,"wheel, tire, rinse, cleaning, foam, soap, detail"
IMG_1314.mov,Jetwash Rinse,Jetwash Rinse,jetwash-rinse-rear-bumper.mov,unclear,general,broll,Water rinsing rear bumper,rinsing with water,broll,4,3,2,7,6,Supporting rinse footage in wash process,"water,rinse,car,bumper,soapy,cleaning"
IMG_1315.mov,Jetwash Rinse,Jetwash Rinse,car-hood-soapy-rinse.mov,unclear,general,broll,Soapy rinse of car hood,rinsing car hood,broll,4,2,3,7,6,supporting broll footage for washing process,"car, hood, rinse, soapy, wash, cleaning, detail, close-up"
IMG_1316.mov,Jetwash Rinse,Jetwash Rinse,jetwash-rinse-car-front.mov,unclear,general,broll,Water rinsing car front panel,rinsing car,broll,6,3,2,7,6,Supporting footage showing rinse process,"car, rinse, water, front, cleaning, detail, wash"
IMG_1168.MOV,Jetwash Snow,Jetwash Snow,car-covered-in-snow-foam.mov,shampoo,foam,problem,Car covered in thick snow foam,foam application,broll,6,7,4,8,7,supporting foam stage shots,"car, snow foam, shampoo, cleaning, foam coverage, wash"
IMG_1171.MOV,Jetwash Snow,Jetwash Snow,jetwash-snow-foam-on-car.mov,Foam Cannon / Snow Foam Lance,foam,solution,Applying snow foam on black car,spraying foam,demo,7,8,5,6,7,Demonstrates product application,"foam,snow foam,car wash,cleaning,black car,wheel"
IMG_1172.MOV,Jetwash Snow,Jetwash Snow,jetwash-snow-foam-application.mov,Foam Cannon / Snow Foam Lance,foam,solution,Snow foam covering car surface,applying snow foam,demo,6,8,5,7,7,demonstrating product use applying foam,"car, cleaning, foam, snow foam, jetwash, demo, exterior, wash"
IMG_1174.MOV,Jetwash Snow,Jetwash Snow,jetwash-snow-foam-removal.mov,Foam Cannon / Snow Foam Lance,foam,solution,Removing snow foam with jetwash,spraying foam off,demo,6,8,7,6,7,demonstrate foam removal step,"car wash, foam removal, jetwash, snow foam, luxury car, cleaning"
IMG_1175.MOV,Jetwash Snow,Jetwash Snow,jetwash-snow-foam-wash.mov,foam cannon / snow foam lance,foam,solution,Car covered in snow foam wash,applying snow foam,demo,7,9,8,6,8,demonstrate foam application process,"car, snow foam, foam cannon, cleaning, washing, demo, foam, street kingz"
IMG_1176.MOV,Jetwash Snow,Jetwash Snow,jetwash-snow-foam-application.mov,unclear,foam,solution,Applying snow foam to car exterior,spraying foam,demo,6,8,5,7,7,Show foam product application,"car, snow foam, washing, cleaning, spray, foam, exterior"
IMG_3943.mov,Jetwash Snow,Jetwash Snow,snow-foam-on-black-car-tail.mov,foam cannon / snow foam lance,foam,solution,snow foam on black car tail,applying snow foam,demo,7,8,5,7,8,demonstrating snow foam application,"foam, snow foam, car cleaning, black car, tail light, washing, demo"
IMG_3944.mov,Jetwash Snow,Jetwash Snow,jetwash-snow-foam-on-car.mov,unclear,foam,solution,car covered in thick snow foam,spraying foam,demo,6,7,4,5,6,demonstrating foam application,"car, snow foam, wash, cleaning, black car, foam cannon, jetwash"
IMG_3945.mov,Jetwash Snow,Jetwash Snow,snow-foam-on-car-side.mov,unclear,foam,solution,snow foam covers car side,applying snow foam,demo,6,7,4,6,7,demonstrating snow foam application,"car, snow foam, cleaning, washing, foam, jetwash, detail"
IMG_3946.mov,Jetwash Snow,Jetwash Snow,jetwash-snow-foam-application.mov,foam cannon / snow foam lance,foam,solution,applying snow foam to black car,spraying foam,demo,7,9,4,8,8,demonstrate foam application step,"snow foam,car wash,foam,black car,cleaning,car detailing"
IMG_3947.mov,Jetwash Snow,Jetwash Snow,car-being-washed-with-snow-foam.mov,foam cannon / snow foam lance,foam,solution,Applying snow foam to a car,spraying foam,demo,6,8,5,7,7,demonstrate foam application step,"car, snow foam, washing, cleaning, demo"
IMG_3948.mov,Jetwash Snow,Jetwash Snow,snow-foam-application-on-car.mov,foam cannon,foam,solution,Applying snow foam to car surface,spraying snow foam,demo,6,8,5,7,7,showing foam application process,"car, cleaning, snow foam, foam cannon, washing, detailing"
IMG_3949.mov,Jetwash Snow,Jetwash Snow,car-washed-with-jetwash-snow-foam.mov,shampoo,foam,solution,Car covered in foam snow shampoo,foam application,demo,6,8,4,7,7,demonstrate foam application step,"car, foam, shampoo, cleaning, jetwash, snow foam, washing, detailing"
IMG_3950.mov,Jetwash Snow,Jetwash Snow,car-hood-covered-in-foam.mov,unclear,foam,broll,Car hood fully covered in foam,show foam coverage,broll,7,4,3,8,7,supporting footage showing foam coverage,"car, foam, snow foam, cleaning, washing, close-up, car hood"
IMG_3951.mov,Jetwash Snow,Jetwash Snow,car-front-foam-application-sunset.mov,foam cannon / snow foam lance,foam,solution,Applying snow foam to car front,spraying foam,demo,6,8,5,7,7,demonstrating foam application process,"car, foam, snow foam, washing, cleaning, demo, outdoor, sunset"
IMG_1235.MOV,Origin Range,Origin Range,origin-range-product-shot.mov,"Glass Cleaner, Shampoo, Multiclean",product,product_showcase,Origin Range cleaning products lineup,display bottles,product_shot,6,2,2,7,6,product_showcase,"origin range, car cleaning, glass cleaner, shampoo, multiclean, product display"
IMG_1236.MOV,Origin Range,Origin Range,origin-range-product-showcase.mov,"shampoo, glass cleaner, multiclean",product,product_showcase,Origin Range cleaning products lineup,show products,product_shot,6,3,2,7,6,product introduction and brand awareness,"origin range, car cleaning, shampoo, glass cleaner, multiclean, product showcase, bottles"
Buucket foam.MOV,Shampoo,Shampoo,bucket-foaming-with-water.mov,shampoo,general,broll,bucket filling with foamy water,spraying water,broll,5,4,3,8,6,supporting footage of prepping car wash,"bucket, water, soap, foam, car wash, cleaning, orange bucket"
IMG_1177.MOV,Shampoo,Shampoo,filling-bucket-with-water.mov,unclear,general,solution,Filling bucket with water,filling bucket,demo,6,7,2,5,6,Show start of car wash prep,"water,bucket,car wash,cleaning,pressure washer"
IMG_1178.MOV,Shampoo,Shampoo,filling-bucket-for-shampoo.mov,buckets and grit guards,general,solution,Filling bucket with water,filling bucket,demo,4,7,3,6,5,solution,"bucket,water,filling,cleaning,car wash"
IMG_1179.MOV,Shampoo,Shampoo,bucket-being-filled-with-water.mov,buckets and grit guards,general,broll,Orange bucket filling with water,filling bucket,broll,4,3,2,7,5,Supporting footage in washing process,"bucket, water, filling, outdoor, wash"
IMG_1180.MOV,Shampoo,Shampoo,adding-shampoo-to-bucket.mov,Shampoo,general,solution,pouring shampoo into washing bucket,pour shampoo,demo,5,8,3,6,6,showing shampoo preparation step,"bucket, shampoo, pouring, car wash, cleaning, detailing"
IMG_1181.MOV,Shampoo,Shampoo,pouring-shampoo-into-bucket.mov,Shampoo,general,solution,Pouring shampoo into bucket,pour shampoo,demo,5,8,3,7,6,demonstrate shampoo use,"bucket, shampoo, car wash, cleaning, pouring, hand, black car"
IMG_1182.MOV,Shampoo,Shampoo,adding-shampoo-to-bucket.mov,Shampoo,general,solution,Adding shampoo to orange bucket,pour shampoo,demo,6,9,4,5,6,solution,"shampoo,bucket,car wash,detailing,cleaning"
IMG_1361.mov,Shampoo,Shampoo,shampoo-product-shot.mov,Shampoo,product,product_showcase,Close-up of shampoo bottle on car,showing product,product_shot,6,3,4,7,6,"product showcase, broll","shampoo, car, bottle, product, close-up"
IMG_1362.mov,Shampoo,Shampoo,shampoo-product-closeup.mov,Shampoo,product,product_showcase,Close-up of shampoo bottle,showing product,product_shot,6,2,1,7,6,product showcase or b-roll,"shampoo, car, detailing, bottle, product, closeup, uk"
IMG_1363.mov,Shampoo,Shampoo,shampoo-product-shot.mov,Shampoo,product,product_showcase,Close-up of car shampoo bottle,show product,product_shot,6,1,1,7,6,product showcase intro or filler,"car, shampoo, product, bottle, black, closeup, washing"
IMG_1293.mov,Shampoo:Snow Car,Shampoo:Snow Car,car-covered-in-snow-foam.mov,shampoo,foam,problem,car covered in snow foam,car foam wash,broll,6,5,3,7,7,problem,"car,foam,shampoo,cleaning,suds,car wash"
IMG_1294.mov,Shampoo:Snow Car,Shampoo:Snow Car,snow-foam-on-car.mov,shampoo,foam,solution,car covered in snow foam,applying snow foam,demo,7,8,5,7,7,demonstrating snow foam application,"car, foam, shampoo, cleaning, washing, soap, detail"
IMG_1295.mov,Shampoo:Snow Car,Shampoo:Snow Car,snow-foam-on-car-tail-light.mov,shampoo,foam,solution,Snow foam covering car surface,applying snow foam,demo,6,8,4,7,7,Demonstrate shampoo foam application,"shampoo, snow foam, car wash, foam, cleaning, detailing, soap, bubbles, exterior"
IMG_1296.mov,Shampoo:Snow Car,Shampoo:Snow Car,car-washing-soapy-foam.mov,shampoo,foam,solution,Car with shampoo foam applied,applying foam,demo,5,7,3,6,6,demonstrate shampoo foam application,"car, shampoo, foam, washing, cleaning"
IMG_1297.mov,Shampoo:Snow Car,Shampoo:Snow Car,shampoo-and-snow-foam-lance-application.mov,Shampoo,foam,solution,Car covered in snow foam shampoo,applying shampoo foam,demo,8,9,6,7,8,solution clip showing product use,"car, shampoo, snow foam, washing, cleaning"
IMG_1298.mov,Shampoo:Snow Car,Shampoo:Snow Car,car-covered-in-snow-foam.mov,shampoo,foam,problem,Car covered in snow foam,car covered in foam,hook,8,5,3,6,7,opening hook showing foam coverage,"car,wash,foam,shampoo,snow-foam,cleaning"
IMG_1299.mov,Shampoo:Snow Car,Shampoo:Snow Car,car-soaped-up-close.mov,shampoo,foam,solution,Car covered in soap foam,applying shampoo foam,demo,6,8,5,7,8,clear demonstration of shampoo application,"car, foam, shampoo, cleaning, wash, close-up, black-car"
IMG_3932.mov,Shampoo:Snow Car,Shampoo:Snow Car,snow-foam-car-shampoo-application.mov,Shampoo,foam,solution,Applying snow foam shampoo on car,spraying foam,demo,6,8,4,7,7,Showcase product use in cleaning process,"car wash, foam, shampoo, snow foam, cleaning, black car"
IMG_3933.mov,Shampoo:Snow Car,Shampoo:Snow Car,black-car-covered-in-snow-foam.mov,shampoo,foam,solution,Car covered with snow foam,applying foam,demo,6,8,5,6,7,demo,"car, snow foam, shampoo, cleaning, black car, foam application"
IMG_3934.mov,Shampoo:Snow Car,Shampoo:Snow Car,car-wet-snow-foam-application.mov,Shampoo,foam,solution,Applying snow foam on the car,spraying foam,demo,7,9,5,7,7,solution clip showing foam application,"car,wash,foam,snow,cleaning,black car"
IMG_3935.mov,Shampoo:Snow Car,Shampoo:Snow Car,snow-foam-application.mov,shampoo,foam,solution,Applying snow foam shampoo on car,spraying foam,demo,7,9,5,6,8,solution demo for foam shampoo,"car, shampoo, snow foam, washing, cleaning, foam cannon, demo"
IMG_1164.MOV,Snow Pan,Snow Pan,foam-lance-application-on-snow-pan.mov,Foam Cannon / Snow Foam Lance,foam,solution,Applying thick foam on car surface,applying foam,demo,7,9,6,7,8,solution clip showing foam coverage,"foam, snow foam, car wash, foam lance, cleaning, soap, car surface, white foam"
IMG_1167.MOV,Snow Pan,Snow Pan,car-covered-in-thick-foam.mov,Foam Cannon / Snow Foam Lance,foam,solution,Car fully covered in snow foam,applying snow foam,demo,7,9,6,8,7,solution step in foam detailing,"car, foam, snow foam, washing, cleaning, foam lance"
IMG_3936.mov,Snow Pan,Snow Pan,car-covered-in-snow-foam.mov,Foam Cannon / Snow Foam Lance,foam,solution,Car covered in thick snow foam,applying snow foam,demo,7,8,5,7,8,demonstrates foam application step clearly,"car, snow foam, foam lance, washing, cleaning"
IMG_3937.mov,Snow Pan,Snow Pan,snow-foam-on-car-lower-panel.mov,unclear,foam,broll,Snow foam covering car lower panel,applying snow foam,broll,6,3,2,7,7,Supporting footage for foam usage,"snow foam,car wash,wash process,foam coverage,car lower panel"
IMG_3938.mov,Snow Pan,Snow Pan,car-rear-foam-detailing.mov,shampoo,foam,solution,Car rear covered in foam,applying foam,demo,6,8,5,7,7,solution clip showing foam application,"car, foam, shampoo, cleaning, rear, soap, detail, close-up"
IMG_3939.mov,Snow Pan,Snow Pan,snow-foam-dripping-under-car.mov,Foam Cannon / Snow Foam Lance,foam,broll,Foam drips under car side panel,foam dripping,broll,5,4,3,8,7,supporting visual for foam application,"foam, snow foam, washing, car cleaning, undercarriage, detail"
IMG_3940.mov,Snow Pan,Snow Pan,snow-foam-on-car-body-and-wheels.mov,foam cannon / snow foam lance,foam,solution,Foam applied on car body and wheels,applying foam,demo,5,9,4,6,8,demonstrates foam application on car,"car,foam,cleaning,wheels,body,suds"
IMG_3941.mov,Snow Pan,Snow Pan,snow-foam-car-wash-detail.mov,Foam Cannon / Snow Foam Lance,foam,solution,Car covered in thick snow foam,applying foam,demo,7,9,5,7,8,solution,"car, foam, washing, cleaning, snow foam, detailing"
IMG_3942.mov,Snow Pan,Snow Pan,snow-foam-on-car-front.mov,Foam Cannon / Snow Foam Lance,foam,solution,Foam application on car front,applying foam,demo,7,8,5,6,7,Show foam product in use,"foam, snow foam, car front, cleaning, detailing"
IMG_1189.MOV,Wash Mitt,Wash Mitt,microfibre-wash-mitt-cleaning-car.mov,Microfibre Wash Mitt,general,solution,Using wash mitt to clean car,washing car,demo,6,8,5,4,6,demonstrate product use,"microfibre wash mitt, car cleaning, washing, foam, soap, manual cleaning"
IMG_1190.MOV,Wash Mitt,Wash Mitt,microfibre-wash-mitt-soaping-car.mov,Microfibre Wash Mitt,general,solution,Using wash mitt to clean car,washing car,demo,6,8,4,5,7,solution clip showing product use,"car wash, microfibre mitt, cleaning, soap, suds, foam, black car"
IMG_1191.MOV,Wash Mitt,Wash Mitt,microfibre-wash-mitt-on-soapy-car-side.mov,Microfibre Wash Mitt,general,demo,Using wash mitt on soapy car side,washing car side,demo,6,8,4,7,7,demonstrating wash mitt in use,"car wash, soap, microfibre mitt, cleaning, vehicle, suds"
IMG_1192.MOV,Wash Mitt,Wash Mitt,microfibre-wash-mitt-on-soapy-car.mov,Microfibre Wash Mitt,foam,demo,Using wash mitt on soapy car side,washing car with mitt,demo,7,8,5,6,7,Demonstrating product use and foam coverage,"car, washing, soap, mitt, microfibre, cleaning, foam"
IMG_1193.MOV,Wash Mitt,Wash Mitt,microfibre-wash-mitt-showing-foam-on-hood.mov,Microfibre Wash Mitt,foam,demo,Foaming wash mitt on car hood,applying foam,demo,7,9,6,7,8,Demonstrating wash mitt foam application,"microfibre mitt, foam, car wash, detailing, cleaning, hand wash"
IMG_1300.mov,Wash Mitt,Wash Mitt,car-foamed-close-up.mov,Microfibre Wash Mitt,foam,problem,Car covered in soap foam,show soap foam coverage,broll,5,3,2,8,7,filler or intro shot,"car, foam, soap, close-up, washing, suds, shine"
IMG_1301.mov,Wash Mitt,Wash Mitt,microfibre-wash-mitt-washing-foam.mov,Microfibre Wash Mitt,general,solution,Washing car with foam wash mitt,washing car,demo,6,9,4,6,7,demonstrate washing with wash mitt,"car wash, foam, microfibre, cleaning, mitt"
IMG_1302.mov,Wash Mitt,Wash Mitt,microfibre-wash-mitt-cleaning-headlight.mov,Microfibre Wash Mitt,general,demo,Cleaning car headlight with wash mitt,washing,demo,5,8,3,6,7,Product use demonstration,"car washing, headlight, microfibre wash mitt, cleaning, foam, car care"
IMG_1303.mov,Wash Mitt,Wash Mitt,washing-car-with-microfibre-wash-mitt.mov,Microfibre Wash Mitt,general,demo,Using wash mitt on car hood,wiping car hood,demo,6,8,5,6,7,Show how to use wash mitt effectively,"washing, car, microfibre, mitt, cleaning, foam"
IMG_1304.mov,Wash Mitt,Wash Mitt,microfibre-wash-mitt-foam-application.mov,Microfibre Wash Mitt,general,solution,Applying foam with wash mitt,applying foam,demo,7,9,6,7,8,Demonstrating product use during wash,"car wash, foam, microfibre wash mitt, cleaning, detail, soap application"
IMG_1305.mov,Wash Mitt,Wash Mitt,microfibre-wash-mitt-cleaning-car.mov,Microfibre Wash Mitt,general,demo,Cleaning car with microfibre wash mitt,washing car panels,demo,7,9,6,7,8,show how to use wash mitt,"car wash, microfibre, wash mitt, cleaning, soap suds, detailing, car care"
IMG_1306.mov,Wash Mitt,Wash Mitt,microfibre-wash-mitt-foam-application.mov,Microfibre Wash Mitt,foam,solution,Applying foam with wash mitt,washing car,demo,7,9,4,6,8,Show how to properly use wash mitt foam application,"car wash, foam, wash mitt, microfibre, cleaning, suds, demo"
IMG_1307.mov,Wash Mitt,Wash Mitt,microfibre-wash-mitt-soapy-car-wash.mov,Microfibre Wash Mitt,general,demo,Cleaning car with soapy wash mitt,wiping car surface,demo,6,8,4,5,7,Use to demonstrate product in action,"car wash, microfibre wash mitt, cleaning, soap, detailing"
IMG_1308.mov,Wash Mitt,Wash Mitt,microfibre-wash-mitt-on-car-taillight.mov,Microfibre Wash Mitt,general,solution,Washing car taillight with wash mitt,washing car surface,demo,6,8,5,7,7,Show how to use wash mitt on detailed surfaces,"car washing, microfibre mitt, taillight, soap, car cleaning, detailing"
IMG_1309.mov,Wash Mitt,Wash Mitt,microfibre-wash-mitt-on-car-taillight.mov,Microfibre Wash Mitt,general,demo,Washing car taillight with mitt,applying wash mitt,demo,6,8,5,6,7,demonstrating product use on car,"car wash, microfibre, mitt, taillight, soap, suds, cleaning, close-up"
IMG_1317.mov,Wash Mitt,Wash Mitt,microfibre-wash-mitt-packaging-and-clean-car.mov,Microfibre Wash Mitt,general,product_showcase,Clean car and wash mitt packaging,show packaging and car,demo,5,7,6,6,7,Introduce microfibre wash mitt product,"microfibre, wash mitt, car, product packaging, clean, demo"
IMG_1321.mov,Wash Mitt,Wash Mitt,microfibre-wash-mitt-demo-on-wet-car.mov,Microfibre Wash Mitt,general,demo,Washing car with microfibre mitt,washing car surface,demo,7,9,5,6,7,showing mitt use on car paint,"car wash, microfibre mitt, cleaning, mitt demo, car detailing"
IMG_3957.mov,Wash Mitt,Wash Mitt,car-soaped-with-microfibre-wash-mitt.mov,Microfibre Wash Mitt,foam,solution,Car covered in soap foam,applying soap foam,demo,7,8,4,6,7,Demonstrating product use and foam coverage,"car, soap foam, washing, microfibre, detailing, clean"
